	url	language_iso	Description	Year	language_name	trans_ID	verses
85	https://www.bible.com/bible/97/jhn.1.msg	eng	msg the message	97	English	97	0
86	https://www.bible.com/bible/1365/jhn.1.mp1650	eng	mp1650 metrical psalms 1650	1365	English	1365	0
87	https://www.bible.com/bible/1171/jhn.1.mev	eng	mev modern english version	1171	English	1171	0
88	https://www.bible.com/bible/90/jhn.1.leb	eng	leb lexham english bible	90	English	90	0
89	https://www.bible.com/bible/547/jhn.1.kjva	eng	kjva king james version american edition	547	English	547	0
90	https://www.bible.com/bible/546/jhn.1.kjva	eng	kjva king james version with apocrypha american edition	546	English	546	0
91	https://www.bible.com/bible/1/jhn.1.kjv	eng	kjv king james version	1	English	1	0
92	https://www.bible.com/bible/1077/jhn.1.jub	eng	jub jubilee bible	1077	English	1077	0
93	https://www.bible.com/bible/1359/jhn.1.icb	eng	icb international childrens bible	1359	English	1359	0
94	https://www.bible.com/bible/72/jhn.1.hcsb	eng	hcsb holman christian standard bible	72	English	72	0
95	https://www.bible.com/bible/1047/jhn.1.gwc	eng	gwc st paul from the trenches 1916	1047	English	1047	0
96	https://www.bible.com/bible/70/jhn.1.gw	eng	gw gods word translation	70	English	70	0
97	https://www.bible.com/bible/2163/jhn.1.gnv	eng	gnv geneva bible	2163	English	2163	5054
98	https://www.bible.com/bible/69/jhn.1.gntd	eng	gntd good news translation us version	69	English	69	0
99	https://www.bible.com/bible/68/jhn.1.gnt	eng	gnt good news translation	68	English	68	0
100	https://www.bible.com/bible/821/jhn.1.ylt1898	eng	ylt1898 youngs literal translation 3rd revision 1898	821	English	821	0
101	https://www.bible.com/bible/1207/jhn.1.wmbbe	eng	wmbbe world messianic bible british edition	1207	English	1207	0
102	https://www.bible.com/bible/1209/jhn.1.wmb	eng	wmb world messianic bible	1209	English	1209	0
103	https://www.bible.com/bible/1204/jhn.1.webbe	eng	webbe world english bible british edition	1204	English	1204	0
104	https://www.bible.com/bible/206/jhn.1.web	eng	web world english bible	206	English	206	0
105	https://www.bible.com/bible/316/jhn.1.ts2009	eng	ts2009 the scriptures 2009	316	English	316	0
106	https://www.bible.com/bible/1849/jhn.1.tpt	eng	tpt the passion translation	1849	English	1849	0
107	https://www.bible.com/bible/314/jhn.1.tlv	eng	tlv tree of life version	314	English	314	0
108	https://www.bible.com/bible/1922/jhn.1.rv1895	eng	rv1895 revised version with apocrypha 1895	1922	English	1922	0
109	https://www.bible.com/bible/477/jhn.1.rv1885	eng	rv1885 revised version 1885	477	English	477	0
110	https://www.bible.com/bible/2017/jhn.1.rsv-ci	eng	rsv ci revised standard version	2017	English	2017	0
111	https://www.bible.com/bible/2020/jhn.1.rsv	eng	rsv revised standard version	2020	English	2020	0
112	https://www.bible.com/bible/130/jhn.1.ojb	eng	ojb orthodox jewish bible	130	English	130	0
113	https://www.bible.com/bible/2015/jhn.1.nrsv-ci	eng	nrsv ci new revised standard version catholic interconfessional	2015	English	2015	0
114	https://www.bible.com/bible/2016/jhn.1.nrsv	eng	nrsv new revised standard version	2016	English	2016	0
115	https://www.bible.com/bible/2135/jhn.1.nmv	eng	nmv new messianic version bible	2135	English	2135	0
116	https://www.bible.com/bible/116/jhn.1.nlt	eng	nlt new living translation	116	English	116	0
117	https://www.bible.com/bible/114/jhn.1.nkjv	eng	nkjv new king james version	114	English	114	0
118	https://www.bible.com/bible/113/jhn.1.nivuk	eng	nivuk new international version anglicised	113	English	113	0
119	https://www.bible.com/bible/111/jhn.1.niv	eng	niv new international version	111	English	111	0
120	https://www.bible.com/bible/32/jhn.1.bdsc	sna	bdsc bhaibheri dzvene muchishona chanhasi	32	Shona - chiShona	32	0
121	https://www.bible.com/bible/984/jhn.1.ibbaib63	toi	ibbaib63 ibbaibele 1963	984	Tonga (Zambia) - chiTonga	984	5057
122	https://www.bible.com/bible/1221/jhn.1.vidunda	vid	vidunda ilagano lwa sambi kwa wanhu wengha	1221	Vidunda - Chividunda	1221	0
123	https://www.bible.com/bible/746/jhn.1.zpcnt	zpc	zpcnt xti idza diuzi	746	Choapan Zapotec	746	0
124	https://www.bible.com/bible/1927/jhn.1.chtw	cho	chtw jesus isht annopa mark i holisso	1927	Choctaw	1927	0
125	https://www.bible.com/bible/2128/jhn.1.ntch	ctu	ntch jini tsiji b wen tan	2128	Chol	2128	0
126	https://www.bible.com/bible/795/jhn.1.ctunt	ctu	ctunt jini wen b t an	795	Chol	795	0
127	https://www.bible.com/bible/859/jhn.1.ctubi	ctu	ctubi i tan dios	859	Chol	859	0
128	https://www.bible.com/bible/371/jhn.1.chrnt	crt	chrnt nuevo testamento chorote	371	Iyojwa'ja Chorote - Chorote	371	0
129	https://www.bible.com/bible/524/jhn.1.caant	caa	caant e ojroner xe imb utz tua cawinquirar jesucristo	524	Chortí	524	0
130	https://www.bible.com/bible/1541/jhn.1.choe-bsi	nct	choe bsi atharkuthrou bsi	1541	Chothe Naga - Chothe	1541	5058
131	https://www.bible.com/bible/995/jhn.1.cjvnt	cjv	cjvnt yai guman gunom kam	995	Chuave	995	5059
132	https://www.bible.com/bible/494/jhn.1.css	cac	css chuj san sebastian bible	494	Chuj	494	0
133	https://www.bible.com/bible/492/jhn.1.csm	cac	csm chuj san mateo bible	492	Chuj	492	0
134	https://www.bible.com/bible/437/jhn.1.ncunt	ncu	ncunt abwareseng wore o	437	Chumburung	437	0
135	https://www.bible.com/bible/564/jhn.1.gmn	nse	gmn uthenga uweme wa yesu kristu wolembewa na maliko	564	Nsenga - Cinsenga	564	0
136	https://www.bible.com/bible/1308/jhn.1.gmn	nse	gmn chinsenga new testament	1308	Nsenga - Cinsenga	1308	0
137	https://www.bible.com/bible/1293/jhn.1.asgnt	asg	asgnt uzuwakpani u savu n cishingini n abain a na a zagbai a uzukpani u kuku	1293	Cishingini	1293	5059
138	https://www.bible.com/bible/857/jhn.1.zcant	zca	zcant widizh chen jesukrist kwan kinu yalnaban	857	Coatecas Altas Zapotec	857	0
139	https://www.bible.com/bible/713/jhn.1.miznt	miz	miznt tu un xuva ko vata o ntaka an na nuu coatzospan	713	Coatzospan Mixtec	713	0
140	https://www.bible.com/bible/1800/jhn.1.lekjot	dks	lekjot lek jot de jecu kritho 1940	1800	Dinka, Southeastern - Dinka Bor	1800	0
141	https://www.bible.com/bible/2021/jhn.1.di%C6%90t	dks	di t diet ke dabid 1956	2021	Dinka, Southeastern - Dinka Bor	2021	0
142	https://www.bible.com/bible/242/jhn.1.dik	dik	dik lek yam	242	Dinka Southwestern - Dinka Rek	242	0
143	https://www.bible.com/bible/719/jhn.1.xtdnt	xtd	xtdnt tnu u va a tnu u jesucristo	719	Diuxi-Tilantongo Mixtec	719	0
144	https://www.bible.com/bible/244/jhn.1.djnt	djr	djnt djambarrpuyngu new testament	244	Djambarrpuyngu	244	0
145	https://www.bible.com/bible/926/jhn.1.dobnt	dob	dobnt loina tabu auwauna	926	Dobu	926	0
146	https://www.bible.com/bible/1033/jhn.1.kqc	kqc	kqc sei di uka ago ruaka di buka bedakai	1033	Doromu-Koki	1033	0
147	https://www.bible.com/bible/880/jhn.1.ntd	dow	ntd nouveau testament doyayo	880	Doyayo	880	0
148	https://www.bible.com/bible/1312/jhn.1.duont	duo	duont inaamakan a baheta na dios	1312	Dupaninan Agta	1312	0
149	https://www.bible.com/bible/1728/jhn.1.dyu	dyu	dyu jula nt of cote divoire	1728	Dyula	1728	0
150	https://www.bible.com/bible/1754/jhn.1.akkdc08	dyu	akkdc08 ala ka kuma	1754	Dyula	1754	0
151	https://www.bible.com/bible/1522/jhn.1.rrb	rad	rrb rade revised bible	1522	Rade - E-De	1522	0
152	https://www.bible.com/bible/2077/jhn.1.hnt	omb	hnt havai niu testamen	2077	East Ambae	2077	5058
153	https://www.bible.com/bible/1012/jhn.1.kjsnt	kjs	kjsnt gotena epe agale	1012	East Kewa	1012	0
154	https://www.bible.com/bible/667/jhn.1.qvent	qve	qvent mosoq testamento	667	Eastern Apurímac Quechua	667	0
155	https://www.bible.com/bible/1746/jhn.1.aerntotpo	aer	aerntotpo angkentye mwerre	1746	Eastern Arrernte	1746	0
156	https://www.bible.com/bible/1114/jhn.1.ebknt	ebk	ebknt nan kalen apo dios nan fiaru ay turag	1114	Eastern Bontok	1114	0
157	https://www.bible.com/bible/833/jhn.1.otmnt	otm	otmnt ra da yonhogui nangue ma hmuhu ra jesucristo	833	Eastern Highland Otomi	833	0
158	https://www.bible.com/bible/1941/jhn.1.xrbnt	xrb	xrbnt yaha naambiyarfan saba	1941	Eastern Karaboro	1941	0
159	https://www.bible.com/bible/1297/jhn.1.edolo	etr	edolo etr	1297	Edolo	1297	0
160	https://www.bible.com/bible/394/jhn.1.bcnd	cym	bcnd beibl cymraeg newydd diwygiedig 2004	394	Welsh - Cymraeg	394	0
161	https://www.bible.com/bible/1153/jhn.1.mpsbi	mps	mpsbi godigo dwagi yai po buku	1153	Dadibi	1153	0
162	https://www.bible.com/bible/977/jhn.1.dgznt	dgz	dgznt nop ewakewa	977	Daga	977	0
163	https://www.bible.com/bible/1830/jhn.1.dnjgw	daf	dnjgw nao se seedhe	1830	Dan	1830	0
164	https://www.bible.com/bible/1831/jhn.1.dnjbl	dnj	dnjbl dan blowo yacouba nouveau testament	1831	Dan - Dan (Blowo)	1831	0
165	https://www.bible.com/bible/1664/jhn.1.beav	bea	beav ootech oochu takehniya tinkles st mark	1664	Beaver (Canada) - Dane-zaa	1664	0
166	https://www.bible.com/bible/354/jhn.1.daant	daa	daant jamaw ta marbinto kabarre ta gala do bi ka iisa masi ing dangla	354	Dangaléat	354	0
167	https://www.bible.com/bible/993/jhn.1.asont	aso	asont mono godolo gosoho	993	Dano	993	0
168	https://www.bible.com/bible/49/jhn.1.da1871	dan	da1871 danske bibel 1871	49	Danish - Dansk	49	0
169	https://www.bible.com/bible/20/jhn.1.bph	dan	bph bibelen pa hverdagsdansk	20	Danish - Dansk	20	0
170	https://www.bible.com/bible/1514/jhn.1.dnt	tcc	dnt datoga new testament	1514	Datooga	1514	0
171	https://www.bible.com/bible/1017/jhn.1.dwwnt	dww	dwwnt vari verenama	1017	Dawawa	1017	0
172	https://www.bible.com/bible/342/jhn.1.dwrnt	dwr	dwrnt ooratha caaquwaa	342	Dawro	342	0
173	https://www.bible.com/bible/505/jhn.1.dwrent	dwr	dwrent ooratha caaquwaa	505	Dawro	505	0
174	https://www.bible.com/bible/1672/jhn.1.dwnt	dwr	dwnt dawro new testament	1672	Dawro	1672	0
175	https://www.bible.com/bible/983/jhn.1.dedntpo	ded	dedntpo yoak kekehagocac dzadzahac gboria nga mitiyegec	983	Dedua	983	0
176	https://www.bible.com/bible/1564/jhn.1.ded	ded	ded deduamiti kibi 40	1564	Dedua	1564	0
177	https://www.bible.com/bible/2012/jhn.1.mzw	mzw	mzw mzwdbl	2012	Deg	2012	0
178	https://www.bible.com/bible/1795/jhn.1.ntrnt	ntr	ntrnt wurubure nombia kpaakpaa nookebakesee wole	1795	Delo	1795	0
179	https://www.bible.com/bible/343/jhn.1.anvnt	anv	anvnt ngwe menomenyee meke	343	Denya	343	0
180	https://www.bible.com/bible/1643/jhn.1.blnt74	bci	blnt74 nyanmien nde ufle	1643	Baoulé	1643	0
181	https://www.bible.com/bible/970/jhn.1.bbbntpo	bbb	bbbntpo godido vua maeje	970	Barai	970	5059
182	https://www.bible.com/bible/571/jhn.1.bsnnt	bsn	bsnnt dios oca gotirituti	571	Barasana-Eduria	571	0
183	https://www.bible.com/bible/1084/jhn.1.mlpnt	mlp	mlpnt god ago maror muturta agamukan	1084	Bargam	1084	0
184	https://www.bible.com/bible/960/jhn.1.bchntpo	bch	bchntpo deo ele posanga	960	Bariai	960	0
185	https://www.bible.com/bible/994/jhn.1.byrntpo	byr	byrntpo gotiyare yagaala mudike	994	Baruya	994	0
186	https://www.bible.com/bible/248/jhn.1.jav	jav	jav kitab sutji	248	Javanese - Basa Jawa	248	0
187	https://www.bible.com/bible/250/jhn.1.jvnnt	jvn	jvnnt kitab sutyi prejanjian anyar ing basa jawa suriname sing gampang	250	Caribbean Javanese - Basa Jawa Suriname	250	0
188	https://www.bible.com/bible/1556/jhn.1.bscdbl	bsc	bscdbl akayeta and eter ekasax ang dot akayeta ananar ang	1556	Bassari	1556	0
189	https://www.bible.com/bible/35/jhn.1.btx	btx	btx pustaka si badia	35	Batak Karo	35	0
190	https://www.bible.com/bible/34/jhn.1.bts	bts	bts bibel	34	Batak Simalungun	34	31172
191	https://www.bible.com/bible/17/jhn.1.bbc	bbc	bbc bibel	17	Batak Toba	17	0
192	https://www.bible.com/bible/1945/jhn.1.bclbv	bgr	bclbv bawm common language bible version	1945	Bawm Chin - Bawm	1945	0
193	https://www.bible.com/bible/1019/jhn.1.befnt	bef	befnt ka lamana a mono i lu mu tifi ehina ka yabe	1019	Benabena	1019	5059
194	https://www.bible.com/bible/1591/jhn.1.bombi	bom	bombi bwok basa dagwi wuna na sira roso tanga pas	1591	Berom	1591	0
195	https://www.bible.com/bible/362/jhn.1.chiqb	cax	chiqb manityanati tupax	362	Chiquitano - Besiro (Chiquitano)	362	0
196	https://www.bible.com/bible/534/jhn.1.caxnt	cax	caxnt manitanati tuparru	534	Chiquitano - Besiro (Chiquitano)	534	0
197	https://www.bible.com/bible/965/jhn.1.bignt	big	bignt anotogi ngago wikta	965	Biangai	965	0
198	https://www.bible.com/bible/18/jhn.1.tbv	bth	tbv simanya bauh	18	Biatah Bidayuh	18	0
199	https://www.bible.com/bible/1532/jhn.1.biat-bsi	biu	biat bsi pathian lekhabu rithiang bsi	1532	Biete - Biate	1532	0
200	https://www.bible.com/bible/2080/jhn.1.agu	agx	agu lukaiin kitab miesigh iisaiikhas idzhie khabar	2080	Aghul	2080	0
201	https://www.bible.com/bible/515/jhn.1.agrnt	agr	agrnt yamajam chicham apajuinu	515	Aguaruna	515	0
202	https://www.bible.com/bible/979/jhn.1.msmnt	msm	msmnt kasuyatan to diyus	979	Agusan Manobo	979	0
203	https://www.bible.com/bible/1124/jhn.1.agnnt	agn	agnnt ang bitala tang dios ba long inigoan ang bagong magandang balita bagong tipan	1124	Agutaynen	1124	0
204	https://www.bible.com/bible/1533/jhn.1.aimol-bsi	aim	aimol bsi rabu athar nt bsi	1533	Aimol	1533	0
205	https://www.bible.com/bible/1944/jhn.1.ainu	ain	ainu ashiri aeuitaknup 1897	1944	Ainu (Japan)	1944	0
206	https://www.bible.com/bible/579/jhn.1.cpcnt	cpc	cpcnt kamiithari naantsi	579	Ajyíninka Apurucayali	579	0
207	https://www.bible.com/bible/308/jhn.1.ake	ake	ake waku itekare	308	Akawaio	308	0
208	https://www.bible.com/bible/2166/jhn.1.aka	ahk	aka yawshawr yaerbof dawqma sarjax yawshuif jaceuq eu hawr eu dawqdaq	2166	Akha	2166	0
209	https://www.bible.com/bible/1722/jhn.1.ahk	ahk	ahk akha	1722	Akha	1722	0
210	https://www.bible.com/bible/336/jhn.1.bssnt	bss	bssnt mele mekoole	336	Akoose	336	0
211	https://www.bible.com/bible/1823/jhn.1.akg-mkac	spm	akg mkac mak osirisira akaman aghuung ko iesusim mbisevisir gumasi	1823	Akukem - Akɨghɨman Akam	1823	0
212	https://www.bible.com/bible/986/jhn.1.ampnt	amp	ampnt bro nkifrarhu mrokfot	986	Alamblak	986	0
213	https://www.bible.com/bible/954/jhn.1.gahnt	gah	gahnt mono gotola gosoha	954	Alekano	954	0
214	https://www.bible.com/bible/1487/jhn.1.%C6%90aa03	ald	aa03 emewi anka ankrankran 2003	1487	Alladian	1487	5058
215	https://www.bible.com/bible/323/jhn.1.alpnt	alp	alpnt janji beluke	323	Alune	323	0
216	https://www.bible.com/bible/991/jhn.1.ammnt	amm	ammnt kotoni imo itouniyaimo	991	Ama (Papua New Guinea)	991	5059
217	https://www.bible.com/bible/980/jhn.1.amnnt	amn	amnnt godna mo awai mona go	980	Amanab	980	5059
218	https://www.bible.com/bible/511/jhn.1.amrnt	amr	amrnt jesucristo oy oapak kenda jesucristoa monigkauyatenok diostaj momanopoyareaikane	511	Amarakaeri	511	0
219	https://www.bible.com/bible/1320/jhn.1.aazntpo	aaz	aazntpo uisneno in kabin ma prenat rais manbaan feu nok reta ahun hunut	1320	Amarasi	1320	0
220	https://www.bible.com/bible/567/jhn.1.conntpo	con	conntpo chiga tevaenjema atesuja 1 aisheve canacho	567	Cofán	567	0
221	https://www.bible.com/bible/1505/jhn.1.kognt	kog	kognt jatetshi muldigaba	1505	Cogui	1505	0
222	https://www.bible.com/bible/565/jhn.1.cofnt	cof	cofnt diosichi pila	565	Colorado	565	0
223	https://www.bible.com/bible/738/jhn.1.ccodbl	cco	ccodbl new testament in chinantec comaltepec	738	Comaltepec Chinantec	738	0
224	https://www.bible.com/bible/2133/jhn.1.zcnt	zoc	zcnt nuevo testamento en zoque copainala	2133	Copainalá Zoque	2133	0
225	https://www.bible.com/bible/742/jhn.1.trcnt	trc	trcnt se nana diose nana sa me ra catuu niman ni a	742	Copala Triqui	742	0
226	https://www.bible.com/bible/239/jhn.1.crnnt	crn	crnnt i niuucari ti jejcua ti ajta jimeen raaxa aijna i tavastaraa i ciriistuu ti jii jesus ti tuirajtuaa	239	El Nayar Cora - Cora El Nayar	239	0
227	https://www.bible.com/bible/1316/jhn.1.mtant	mta	mtant kagi nemula word of god	1316	Cotabato Manobo	1316	0
228	https://www.bible.com/bible/752/jhn.1.tocnt	toc	tocnt xasasti talacaxlan	752	Coyutla Totonac	752	0
