	url	language_iso	Description	Year	language_name	trans_ID	verses
0	https://www.bible.com/bible/431/jhn.1.gnbdk	eng	gnbdk good news bible catholic edition in septuagint order	431	English	431	0
1	https://www.bible.com/bible/416/jhn.1.gnbdc	eng	gnbdc good news bible anglicised	416	English	416	0
2	https://www.bible.com/bible/296/jhn.1.gnb	eng	gnb good news bible	296	English	296	0
3	https://www.bible.com/bible/1932/jhn.1.fbvntpsalms	eng	fbvntpsalms free bible version new testament with psalms	1932	English	1932	0
4	https://www.bible.com/bible/59/jhn.1.esv	eng	esv english standard version	59	English	59	0
5	https://www.bible.com/bible/406/jhn.1.erv	eng	erv holy bible easy to read version	406	English	406	0
6	https://www.bible.com/bible/2079/jhn.1.easy	eng	easy easyenglish bible 2018	2079	English	2079	0
7	https://www.bible.com/bible/55/jhn.1.drc1752	eng	drc1752 douay rheims challoner revision 1752	55	English	55	0
8	https://www.bible.com/bible/478/jhn.1.darby	eng	darby darbys translation 1890	478	English	478	0
9	https://www.bible.com/bible/1713/jhn.1.csb	eng	csb christian standard bible	1713	English	1713	0
10	https://www.bible.com/bible/42/jhn.1.cpdv	eng	cpdv catholic public domain version	42	English	42	0
11	https://www.bible.com/bible/1275/jhn.1.cjb	eng	cjb complete jewish bible	1275	English	1275	0
12	https://www.bible.com/bible/294/jhn.1.cevuk	eng	cevuk contemporary english version anglicised 2012	294	English	294	0
13	https://www.bible.com/bible/303/jhn.1.cevdc	eng	cevdc contemporary english version	303	English	303	0
14	https://www.bible.com/bible/392/jhn.1.cev	eng	cev contemporary english version	392	English	392	0
15	https://www.bible.com/bible/37/jhn.1.ceb	eng	ceb common english bible	37	English	37	7928
16	https://www.bible.com/bible/31/jhn.1.books	eng	books the books of the bible nt	31	English	31	0
17	https://www.bible.com/bible/12/jhn.1.asv	eng	asv american standard version	12	English	12	0
18	https://www.bible.com/bible/8/jhn.1.ampc	eng	ampc amplified bible classic edition	8	English	8	0
19	https://www.bible.com/bible/1588/jhn.1.amp	eng	amp amplified bible	1588	English	1588	0
20	https://www.bible.com/bible/1176/jhn.1.amknt	amk	amknt sempaisi ne kaiwo mirarebanai	1176	Ambai	1176	0
21	https://www.bible.com/bible/1769/jhn.1.qvant	qva	qvant quechua ambo pasco new testament	1769	Ambo-Pasco Quechua	1769	0
22	https://www.bible.com/bible/1006/jhn.1.abtwnt	abt	abtwnt gotna kundi	1006	Ambulas	1006	5059
23	https://www.bible.com/bible/927/jhn.1.abtnt	abt	abtnt gotna kudi	927	Ambulas	927	0
24	https://www.bible.com/bible/978/jhn.1.aeyntpo	aey	aeyntpo bal cehec je haun	978	Amele	978	0
25	https://www.bible.com/bible/1356/jhn.1.ifaont	ifa	ifaont nan hapit apu dios	1356	Amganad Ifugao	1356	0
26	https://www.bible.com/bible/1535/jhn.1.amri-bsi	ajz	amri bsi akimi angton nt bsi	1535	Amri Karbi	1535	0
27	https://www.bible.com/bible/229/jhn.1.amunt	amu	amunt n oom xco na tquen ty oots om cantxja naa jesucristo	229	Guerrero Amuzgo - Amuzgo	229	5058
28	https://www.bible.com/bible/1858/jhn.1.anal-bsi	anm	anal bsi ithiing thimbu bsi	1858	Anal	1858	0
29	https://www.bible.com/bible/1011/jhn.1.abynt	aby	abynt godinu irau wake	1011	Aneme Wake	1011	5059
30	https://www.bible.com/bible/981/jhn.1.agmnt	agm	agmnt autaahaatihomi piwiha gaaha waniha	981	Angaataha	981	0
31	https://www.bible.com/bible/988/jhn.1.akhnt	akh	akhnt angal heneng mbuk ngaoran angal bib hobau sao ngo wi o	988	Angal Heneng	988	0
32	https://www.bible.com/bible/338/jhn.1.angami-bsi	njm	angami bsi ketholeshu bsi	338	Angami Naga - Angami	338	0
33	https://www.bible.com/bible/589/jhn.1.kcb	agw	kcb buka apuna i lotu katolika	589	Kahua - Anganiwai	589	0
34	https://www.bible.com/bible/592/jhn.1.kcb	agw	kcb buka apuna i lotu katolika	592	Kahua - Anganiwai	592	0
35	https://www.bible.com/bible/1001/jhn.1.aggnt	agg	aggnt godindi hoafi	1001	Angor	1001	0
36	https://www.bible.com/bible/487/jhn.1.algnt	alq	algnt kije manido odikido8in ocki mazinaigan	487	Algonquin - Anicinabemowin	487	0
37	https://www.bible.com/bible/936/jhn.1.bojnt	boj	bojnt yesus aqa anjam bole	936	Anjam	936	0
38	https://www.bible.com/bible/1743/jhn.1.boj2014	boj	boj2014 yesus aqa anjam bole	1743	Anjam	1743	0
39	https://www.bible.com/bible/985/jhn.1.aak	aak	aak ankave	985	Ankave	985	0
40	https://www.bible.com/bible/381/jhn.1.boxnt	box	boxnt donbeeni paanii finle vuahu	381	Buamu - Bwamu	381	0
41	https://www.bible.com/bible/1220/jhn.1.ttent	tte	ttent buki tabu waluwaluna	1220	Bwanabwana	1220	0
42	https://www.bible.com/bible/777/jhn.1.cbvnt	cbv	cbvnt dios a jaap naawat tolih	777	Cacua	777	0
43	https://www.bible.com/bible/1057/jhn.1.cbvnt	cbv	cbvnt dios a jaap naawat tolih	1057	Cacua	1057	0
44	https://www.bible.com/bible/648/jhn.1.qvcnt	qvc	qvcnt mushuq tistamintu	648	Cajamarca Quechua	648	0
45	https://www.bible.com/bible/462/jhn.1.zadnt	zad	zadnt dill wen dill kob che jesucristona	462	Cajonos Zapotec	462	0
46	https://www.bible.com/bible/1438/jhn.1.tbknt	tbk	tbknt yang baklung ipinagpakigpaigu	1438	Calamian Tagbanwa	1438	0
47	https://www.bible.com/bible/1128/jhn.1.clunt	clu	clunt anang ambal ang dios magandang balita biblia	1128	Caluyanun	1128	0
48	https://www.bible.com/bible/1085/jhn.1.kbhnt	kbh	kbhnt bengbe betsa cabengaftaca entsoyebuambna	1085	Camsá	1085	0
49	https://www.bible.com/bible/213/jhn.1.cbunt	cbu	cbunt apanlli kuku	213	Candoshi-Shapra	213	5059
50	https://www.bible.com/bible/586/jhn.1.kaqnt	kaq	kaqnt noquen hihbaan joi	586	Capanahua	586	0
51	https://www.bible.com/bible/566/jhn.1.cotnt	cot	cotnt iroaquerari itioncacaantaqueca aapani irioshi tsavetacoquerica amajirote jesoquirishito	566	Caquinte	566	0
52	https://www.bible.com/bible/1060/jhn.1.nbre	caq	nbre nicobarese bible	1060	Car Nicobarese	1060	0
53	https://www.bible.com/bible/533/jhn.1.cbcnt	cbc	cbcnt dios cu cauetibuju curica tuti	533	Carapana	533	0
54	https://www.bible.com/bible/237/jhn.1.carnt	car	carnt asery tamusi karetary	237	Galibi Carib - Carib	237	0
55	https://www.bible.com/bible/593/jhn.1.hnsnt	hns	hnsnt parmeswar ke naawa poestak	593	Caribbean Hindustani	593	0
56	https://www.bible.com/bible/603/jhn.1.crxntpo	crx	crxntpo yakusda ooghuni	603	Carrier	603	0
57	https://www.bible.com/bible/541/jhn.1.cbrnt	cbr	cbrnt nuken ibu diosan ain unikama inan ain bana	541	Cashibo-Cacataibo	541	0
58	https://www.bible.com/bible/540/jhn.1.cbsnt	cbs	cbsnt diosun jesuswen taexun yuba bena yiniki	540	Cashinahua	540	0
59	https://www.bible.com/bible/1488/jhn.1.cbsbr	cbs	cbsbr kaxinawa biblia br	1488	Cashinahua	1488	0
60	https://www.bible.com/bible/876/jhn.1.bafnt	ksf	bafnt bafia new testament	876	Bafia	876	0
61	https://www.bible.com/bible/2147/jhn.1.nfd	bfd	nfd ntoo kristo yi nsigin at mikaa yi mfii	2147	Bafut	2147	0
62	https://www.bible.com/bible/1557/jhn.1.kkk	bsp	kkk kitabu ka kanu	1557	Baga Sitemu	1557	0
63	https://www.bible.com/bible/320/jhn.1.tsi	ind	tsi perjanjian baru dalam terjemahan sederhana indonesia edisi 2 dot 3	320	Indonesian - Bahasa Indonesia	320	0
64	https://www.bible.com/bible/306/jhn.1.tb	ind	tb alkitab terjemahan baru	306	Indonesian - Bahasa Indonesia	306	0
65	https://www.bible.com/bible/27/jhn.1.bimk	ind	bimk alkitab dalam bahasa indonesia masa kini	27	Indonesian - Bahasa Indonesia	27	0
66	https://www.bible.com/bible/199/jhn.1.amd	ind	amd perjanjian baru versi mudah dibaca	199	Indonesian - Bahasa Indonesia	199	0
67	https://www.bible.com/bible/1859/jhn.1.keas	msa	keas kitab alkudus injil isa almasih 1866 keasberry	1859	Malay - Bahasa Melayu	1859	0
68	https://www.bible.com/bible/377/jhn.1.bmdc	msa	bmdc alkitab berita baik plus deuterokanonika	377	Malay - Bahasa Melayu	377	0
69	https://www.bible.com/bible/402/jhn.1.bm	msa	bm alkitab berita baik	402	Malay - Bahasa Melayu	402	0
70	https://www.bible.com/bible/2137/jhn.1.bdq	bdq	bdq sop hlaboar nor bok kei dei	2137	Bahnar	2137	0
71	https://www.bible.com/bible/1563/jhn.1.bdh	bdh	bdh mikanda loru bi lomo ki dosi eyi e	1563	Baka (Sudan)	1563	0
72	https://www.bible.com/bible/408/jhn.1.bkqnt	bkq	bkqnt deus itaumbyry	408	Bakairí	408	0
73	https://www.bible.com/bible/1115/jhn.1.blwnt	blw	blwnt hen alen apudyus	1115	Balangao	1115	0
74	https://www.bible.com/bible/337/jhn.1.blznt	blz	blznt kitap molinas men ringkat na alaataala perjanjian baru	337	Balantak	337	0
75	https://www.bible.com/bible/302/jhn.1.ban	ban	ban cakepan suci	302	Balinese - Bali, basa	302	0
76	https://www.bible.com/bible/1147/jhn.1.inabam	ptu	inabam suha maseho kadadiam anna padandiam bakahu	1147	Bambam	1147	0
77	https://www.bible.com/bible/1767/jhn.1.bcw	bcw	bcw zliya y at w at n kw at ma w at z at naa dz at k at n yes at w k at rist at w	1767	Bana	1767	0
78	https://www.bible.com/bible/1300/jhn.1.bqjdbl2	bqj	bqjdbl2 bqj firim fafu fal alaemit	1300	Bandial	1300	0
79	https://www.bible.com/bible/2174/jhn.1.bnontgnex	bno	bnontgnex bag ong kasuyatan	2174	Bantoanon	2174	5058
80	https://www.bible.com/bible/110/jhn.1.nirv	eng	nirv new international readers version	110	English	110	0
81	https://www.bible.com/bible/107/jhn.1.net	eng	net new english translation	107	English	107	0
82	https://www.bible.com/bible/105/jhn.1.ncv	eng	ncv new century version	105	English	105	0
83	https://www.bible.com/bible/100/jhn.1.nasb	eng	nasb new american standard bible	100	English	100	0
84	https://www.bible.com/bible/463/jhn.1.nabre	eng	nabre new american bible revised edition	463	English	463	0
