ISO	NAM_LABEL	LMP_LON	LMP_LAT	GENEALOGY
tsc	Tswa	34.33359	-23.01304	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Tswa-Rhonga (S.51)
tsd	Tsakonian	22.73411	37.14054	Indo-European, Greek, Doric
tse	Tunisian Sign Language	10.03348	36.49562	Deaf sign language
tsf	Southwestern Tamang	84.90357	27.57218	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang
tsg	Tausug	121.14904	6.00247	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bisayan, South, Butuan-Tausug
tsh	Tsuvan	13.62801	10.15511	Afro-Asiatic, Chadic, Biu-Mandara, A, A.8
tsi	Tsimshian	-130.38016	54.40812	Tsimshian
tsj	Tshangla	91.3355	27.15114	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish
tsk	Tseku	90.36254	28.47904	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish
tsl	Ts'ün-Lao	102.9261	21.3616	Tai-Kadai, Kam-Tai, Tai, Central
tsm	Turkish Sign Language	28.85551	41.02675	Deaf sign language
tsn	Tswana	24.68016	-24.56975	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Sotho-Tswana (S.31)
tso	Tsonga	30.715	-23.46659	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Tswa-Rhonga (S.53)
tsp	Northern Toussian	-4.88274	11.13303	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Tusia
tsq	Thai Sign Language	100.44545	13.7837	Deaf sign language
tsr	Akei	166.76672	-15.6377	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
tss	Taiwan Sign Language	121.30519	25.02062	Deaf sign language
tsu	Tsou	120.78663	23.21605	Austronesian, Tsouic
tsv	Tsogo	11.13589	-1.55469	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Tsogo (B.31)
tsw	Tsishingini	5.11073	10.2882	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kambari
tsx	Mubami	142.99792	-7.5501	Trans-New Guinea, Inland Gulf, Minanibai
tsz	Purepecha	-101.6314	19.44665	Tarascan
tta	Tutelo	-96.93055	40.0695	
ttb	Gaa	11.96032	8.4809	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern, Dakoid
ttc	Tektiteko	-92.01564	15.34372	Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Teco-Mam
ttd	Tauade	147.09377	-8.3486	Trans-New Guinea, Southeast Papuan, Goilalan, Kunimaipa
tte	Bwanabwana	151.03439	-10.65985	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, Suauic
ttf	Tuotomb	10.65924	4.65626	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Basaa (A.461)
ttg	Tutong 2	114.63828	4.74327	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Berawan-Lower Baram, Lower Baram, Central, B
tth	Upper Ta'oih	106.90474	16.20063	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, Central Katuic, Ta’oih
tti	Tobati	140.71017	-2.56434	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi-Jayapura Bay, Jayapura Bay
ttj	Tooro	30.63887	0.57291	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Nyoro-Ganda (E.12)
ttk	Totoro	-76.63789	2.55149	Paezan, Coconuco
ttl	Totela	24.66987	-16.30451	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, K, Subiya-Totela (K.41)
ttm	Northern Tutchone	-136.64414	62.82351	Eyak-Athabaskan, Athabaskan, Northern Athabaskan, Tuchone
ttn	Towei	140.80325	-3.87428	Pauwasi, Western
tto	Lower Ta'oih	106.87347	15.9083	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, Central Katuic, Ta’oih
ttp	Tombelala	121.91495	-2.50998	Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Northern, Pamona
ttq	Tawallammat Tamajaq	3.71384	14.91766	Afro-Asiatic, Berber, Tamasheq, Southern
ttr	Tera	11.80953	11.0376	Afro-Asiatic, Chadic, Biu-Mandara, A, A.1, Western
tts	Northeastern Thai	102.98638	14.32526	Tai-Kadai, Kam-Tai, Tai, Southwestern
ttt	Muslim Tat	48.81009	41.09077	Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Tat
ttu	Torau	155.49575	-6.19922	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Mono-Uruava
ttv	Titan	146.88795	-2.18168	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
ttw	Tutoh Kenyah	114.82014	3.85226	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Kenyah, Kayanic Kenyah
ttx	Tutong 1	114.73115	4.57846	
tty	Sikaritai	138.2874	-2.80285	Lakes Plain, Tariku, East
ttz	Tsum	85.08175	28.47193	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang
tua	Wiarumus	143.75606	-3.63409	Torricelli, Marienberg
tub	Tubatulabal	-117.163	35.327	Uto-Aztecan, Northern Uto-Aztecan
tuc	Mutu	148.01357	-5.79405	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Ngero, Tuam
tud	Tuxa	-41.16665	-12.04999	Language isolate
tue	Tuyuca	-70.11861	0.51905	Tucanoan, Eastern Tucanoan, Bará-Tuyuka
tuf	Central Tunebo	-72.23365	6.66535	Chibchan, Chibchan B, Eastern Chibchan, Colombian, Southern Colombian, Cundicocuyese
tug	Tunia	18.20595	9.42506	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Bua
tuh	Taulil	152.09499	-4.44425	East New Britain, Taulil
tui	Tupuri	14.81648	10.18793	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Northern, Tupuri-Mambai
tuj	Tugutil	128.22346	0.5806	West Papuan, North Halmahera, Galela-Loloda
tuk	Turkmen	59.60419	37.19072	Altaic, Turkic, Southern, Turkmenian
tul	Tula	11.52551	9.84629	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Waja, Tula
tum	Tumbuka	33.75065	-11.4628	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, N, Tumbuka (N.21)
tun	Tunica	-92.54026	30.98879	Language isolate
tuo	Tucano	-69.20065	0.52993	Tucanoan, Eastern Tucanoan, Tucano
tuq	Tedaga	18.19888	20.6143	Nilo-Saharan, Saharan, Western, Tebu
tur	Turkish	34.90639	36.72344	Altaic, Turkic, Southern, Turkish
tus	Tuscarora	-79.89399	43.08417	Iroquoian, Northern Iroquoian, Tuscarora-Nottoway
tuu	Tututni	-124.29303	42.55628	Eyak-Athabaskan, Athabaskan, Pacific Coast Athabaskan, Oregon Athabaskan, Tututni-Chasta Costa-Coquille
tuv	Turkana	35.41186	3.41461	Nilo-Saharan, Eastern Sudanic, Nilotic, Eastern, Lotuxo-Teso, Teso-Turkana, Turkana
tux	Tuxinawa	-69.01666	-9.74999	Panoan, Mainline
tuy	North Tugen	35.84986	0.66573	Nilo-Saharan, Eastern Sudanic, Nilotic, Southern, Kalenjin, Nandi-Markweta, Nandi
tuz	Turka	-4.92082	10.71141	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Kirma-Tyurama
tva	Vaghua	156.5421	-6.68712	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul
tvd	Tsuvadi	5.22095	10.84208	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kambari
tve	Te'un	128.96625	-3.21229	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Southwest Maluku, Teun-Nila-Serua, Teun
tvk	Southeast Ambrym	168.21111	-16.29747	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
tvl	Tuvaluan	178.69192	-7.4778	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
tvm	Tela-Masbuar	129.68667	-8.01195	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Babar, South, Southwest Babar
tvn	Tavoyan	98.32676	14.05959	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern
tvo	Tidore	127.74566	0.02461	West Papuan, North Halmahera, Ternate-Tidore
tvs	Taveta	37.70607	-3.41822	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Nyika-Taita (E.74)
tvt	Tutsa Naga	95.8	27.161	Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga
tvw	Sedoa	120.37752	-1.37295	Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Northern, Kaili
tvy	Timor Pidgin	125.58973	-8.65995	Creole, Portuguese based
twa	Twana	-121.76538	47.7419	Salish, Central Salish
twb	Western Tawbuid	121.02597	12.82269	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, South Mangyan, Buhid-Taubuid
twc	Teshenawa	8.35594	9.64189	
twd	Twents	6.77085	52.29257	Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Saxon
twe	Tewa	124.17361	-8.37662	Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Pantar
twf	Northern Tiwa	-105.60444	36.42765	Kiowa-Tanoan, Tanoan
twg	Tereweng	124.27121	-8.48063	Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Pantar
twh	Tai Dón	103.9429	22.46151	Tai-Kadai, Kam-Tai, Tai, Southwestern
twl	Tawara	31.62099	-16.01674	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Shona (S.11)
twn	Twendi	11.70017	6.36656	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern, Mambiloid, Mambila-Konja, Konja
two	Tswapong	27.42009	-23.40552	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Sotho-Tswana (S.32)
twp	Ere	147.08286	-2.15569	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
twq	Tasawaq	6.92037	16.78141	Nilo-Saharan, Songhai, Northern
twr	Southwestern Tarahumara	-107.57815	27.03137	Uto-Aztecan, Southern Uto-Aztecan, Taracahitic, Tarahumaran, Tarahumara
twt	Turiwara	-41.99999	-2.99999	Tupian, Tupí-Guaraní, Wayampí, Amanayé
twu	Termanu	123.16898	-10.73264	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Rote
tww	Tuwari	142.09522	-4.80315	Sepik, Leonhard Schultze
twx	Tewe	33.82463	-18.44585	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Shona (S.13)
twy	Tawoyan	115.20393	-1.30017	Austronesian, Malayo-Polynesian, Greater Barito, East, North
txa	Tombonuwo	117.32188	6.2892	Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Paitanic
txc	Tsetsaut	-139.17812	62.06753	
txe	Totoli	120.87458	1.14995	Austronesian, Malayo-Polynesian, Celebic, Tomini-Tolitoli, Tolitoli
txi	Ikpeng	-53.49553	-11.37822	Cariban, South Amazonian, Arara
txm	Tomini	120.89031	0.42569	Austronesian, Malayo-Polynesian, Celebic, Tomini-Tolitoli, Tomini, Northern
txn	West Tarangan	134.16821	-6.62046	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Aru
txo	Toto	88.975	26.67	Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish
txq	Tii	122.96321	-10.84247	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Rote
txs	Tonsea	125.05212	1.51393	Austronesian, Malayo-Polynesian, Philippine, Minahasan, North, Northeast
txt	Citak	139.46085	-5.58276	Trans-New Guinea, Asmat-Kamoro, Asmat
txu	Kayapó	-51.67367	-7.77352	Jean, Northern
txx	Tatana	115.55311	5.49808	Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Dusunic, Bisaya
txy	Tanosy Malagasy	47.13566	-24.91865	Austronesian, Malayo-Polynesian, Greater Barito, East, Malagasy
tya	Tauya	145.3657	-5.74255	Trans-New Guinea, Madang, Rai Coast, Biyom-Tauya
tye	Kyenga	3.6404	11.602	Niger-Congo, Mande, Eastern, Eastern, Kyanga
tyh	O'du	104.43595	19.42572	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Khmu’
tyi	Teke-Tsaayi	13.86035	-2.98028	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Teke (B.73)
tyj	Tai Do	104.93774	19.1801	Tai-Kadai, Kam-Tai, Tai
tyl	Thu Lao	104.25078	22.75275	Tai-Kadai, Kam-Tai, Tai, Southwestern
tyn	Kombai	139.90245	-5.54543	Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Dumut
typ	Thaypan	143.32412	-14.82924	Australian, Pama-Nyungan, Paman, Rarmul Pama
tyr	Tai Daeng	104.7046	20.90556	Tai-Kadai, Kam-Tai, Tai, Southwestern
tys	Tày Sa Pa	103.80538	22.29499	Tai-Kadai, Kam-Tai, Tai, Southwestern
tyt	Tày Tac	104.00762	21.38306	Tai-Kadai, Kam-Tai, Tai, Southwestern
tyu	Kua	26.01579	-22.02366	Khoisan, Southern Africa, Central, Tshu-Khwe, Northeast
tyv	Tuvin	95.26872	50.86222	Altaic, Turkic, Northern
tyx	Teke-Tyee	13.86684	-3.50685	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Teke (B.73)
tyz	Tày	106.16715	21.64483	Tai-Kadai, Kam-Tai, Tai, Central
tza	Tanzanian Sign Language	39.12697	-6.82431	Deaf sign language
tzb	Bachajón Tzeltal	-91.72933	16.62548	
tzc	Chamula Tzotzil	-92.74458	16.73615	
tze	Chenalhó Tzotzil	-92.55566	16.83587	
tzh	Oxchuc Tzeltal	-92.27861	16.63841	Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Tzeltalan, Tzeltal
tzj	Eastern Tzutujil	-91.20122	14.63507	Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean, Kaqchikel-Tz’utujil
tzm	Central Atlas Tamazight	-4.0699	32.6087	Afro-Asiatic, Berber, Northern, Atlas
tzn	Tugun	126.7001	-7.72555	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Southwest Maluku, Wetar
tzo	Venustiano Carranza Tzotzil	-92.59968	16.26588	Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Tzeltalan, Tzotzil
tzs	San Andrés Larrainzar Tzotzil	-92.79491	16.90594	
tzt	Western Tzutujil	-91.2924	14.69511	
tzu	Huixtán Tzotzil	-92.39945	16.54132	
tzx	Tabriak	143.59259	-4.49162	Ramu-Lower Sepik, Lower Sepik, Karawari
tzz	Zinacantán Tzotzil	-92.73881	16.63623	
uam	Uamue	-38.74999	-8.49999	Language isolate
uan	Kuan	105.31038	18.07692	Tai-Kadai, Kam-Tai, Tai
uar	Tairuma	145.73197	-7.94866	Trans-New Guinea, Eleman, Nuclear Eleman, Eastern
uba	Ubang	9.2616	6.40906	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi
ubi	Ubi	18.55796	11.80055	Afro-Asiatic, Chadic, East, B, B.1, 1
ubm	Upper Baram Kenyah	115.10401	3.08398	
ubr	Ubir	149.39621	-9.59044	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Are
ubu	Umbu-Ungu	143.96989	-5.9513	Trans-New Guinea, Chimbu-Wahgi, Hagen, Kaugel
uby	Ubykh	28.66606	41.0202	North Caucasian, West Caucasian, Ubyx
uda	Uda	8.06562	4.70196	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Enwang-Uda
ude	Udihe	135.67762	46.63086	Altaic, Tungusic, Southern, Southeast, Udihe
udi	Udi	47.7236	40.9	North Caucasian, East Caucasian, Lezgic, Udi
udj	Ujir	134.25689	-5.69329	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Aru
udl	Wuzlam	14.13782	10.95502	Afro-Asiatic, Chadic, Biu-Mandara, A, A.5
udm	Udmurt	52.63548	56.12921	Uralic, Permian
udu	Uduk	34.43319	8.25299	Nilo-Saharan, Komuz, Koman
ues	Kioko	122.95138	-4.99012	Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Muna-Buton, Nuclear Muna-Buton, Munan, Munic, Western
ufi	Ufim	146.24488	-6.05128	Trans-New Guinea, Finisterre-Huon, Finisterre, Gusap-Mot
ugb	Kuku-Ugbanh	141.56884	-13.98822	Australian, Pama-Nyungan, Paman, Middle Pama
uge	Ughele	157.3407	-8.45725	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
ugn	Ugandan Sign Language	32.4829	0.2475	Deaf sign language
ugo	Ugong	100.09778	14.24081	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Unclassified
ugy	Uruguayan Sign Language	-56.4509	-34.59671	Deaf sign language
uha	Uhami	5.68537	7.38143	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse
uhn	Damal	137.49561	-4.17345	Trans-New Guinea, Damal
uig	Uyghur	81.96424	36.36305	Altaic, Turkic, Eastern
uis	Uisai	155.70566	-6.55533	South Bougainville, Buin
uiv	Iyive	9.54765	6.39734	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid
uji	Tanjijili	6.87432	9.40121	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Southern
uka	Kaburi	132.52827	-1.92547	Trans-New Guinea, South Bird’s Head, South Bird’s Head Proper, Western
ukg	Ukuriguma	145.51442	-4.94407	Trans-New Guinea, Madang, Croisilles, Pihom, Numugenan
ukh	Ukhwejo	16.26705	2.9095	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Makaa-Njem (A.802)
ukl	Ukrainian Sign Language	30.55304	50.41113	Deaf sign language
ukp	Ukpe-Bayobiri	9.02603	6.52883	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi
ukq	Ukwa	7.96002	5.59913	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik
ukr	Ukrainian	31.16814	49.35573	Indo-European, Slavic, East
uks	Urubú-Kaapor Sign Language	-46.42134	-2.54091	Deaf sign language
uku	Ukue	5.58213	7.48032	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse
ukw	Ukwuani-Aboh-Ndoni	6.48559	5.78892	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo
ula	Fungwa	6.59138	10.50213	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kamuku
ulb	Ulukwumi	6.59202	6.4974	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri
ulc	Ulch	140.29045	51.85209	Altaic, Tungusic, Southern, Southeast, Nanaj
ulf	Usku	140.50189	-3.63853	Unclassified
uli	Ulithian	151.58297	7.3402	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
ulk	Meriam	143.77282	-9.59575	Eastern Trans-Fly
ull	Ullatan	77.09056	9.46719	Dravidian, Southern, Unclassified
ulm	Ulumanda'	118.99377	-3.00933	Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Pitu Ulunna Salu
uln	Unserdeutsch	152.18315	-4.19566	Creole, German based
uma	Umatilla	-118.55167	45.63915	Sahaptian, Sahaptin
umb	Umbundu	14.41483	-12.47635	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, R, Umbundu (R.11)
umd	Umbindhamu	143.32815	-13.921	Australian, Pama-Nyungan, Paman, Umbindhamuic
umg	Umbuygamu	143.6305	-14.25876	Australian, Pama-Nyungan, Paman, Lamalamic
umi	Ukit	114.57932	1.56623	Austronesian, Malayo-Polynesian, North Borneo, Melanau-Kajang, Kajang
umm	Umon	8.10335	5.37438	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono
umo	Umotina	-57.41916	-15.59288	Bororoan
ump	Umpila	143.46729	-13.15275	Australian, Pama-Nyungan, Paman, Northeastern Pama
umr	Umbugarla	131.82455	-12.93247	Australian, Umbugarla-Ngumbur
ums	Pendau	119.86161	-0.11396	Austronesian, Malayo-Polynesian, Celebic, Tomini-Tolitoli, Tomini, Southern
umu	Munsee	-81.91658	42.59677	Algic, Algonquian, Eastern Algonquian, Delaware
una	North Watut	146.21818	-6.64084	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut
une	Uneme	6.13427	6.97237	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee
ung	Ngarinyin	126.43311	-16.40063	Australian, Worrorran
unk	Enawené-Nawé	-58.9802	-12.43024	Maipurean, Unclassified
unm	Unami	-98.32013	35.02644	Algic, Algonquian, Eastern Algonquian, Delaware
unp	Worora	124.66753	-16.10935	
unz	Unde Kaili	119.67323	-0.85876	Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Northern, Kaili
uok	Uokha	5.97783	7.00611	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central
upi	Umeda	141.15692	-3.34565	Border, Bewani
upv	Uripiv-Wala-Rano-Atchin	167.34643	-16.00951	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
ura	Urarina	-75.42107	-4.44006	Language isolate
urb	Urubú-Kaapor	-46.22037	-2.46455	Tupian, Tupí-Guaraní, Wayampí, Amanayé
urc	Urningangg	133.0231	-13.47664	Australian, Giimbiyu
urd	Urdu	67.05585	24.88813	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Western Hindi, Hindustani
ure	Uru	-68.97119	-16.72547	Chipaya-Uru
urf	Uradhi	142.13487	-12.06792	Australian, Pama-Nyungan, Paman, Northern Pama
urg	Urigina	145.50708	-5.58982	Trans-New Guinea, Madang, Rai Coast, Peka
urh	Urhobo	5.86148	5.31155	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern
uri	Urim	142.65316	-3.58018	Torricelli, Urim
urk	Urak Lawoi'	99.07682	7.5258	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic
url	Urali	76.80069	10.8519	Dravidian, Southern, Tamil-Kannada, Kannada
urm	Urapmin	141.54009	-5.08704	Trans-New Guinea, Ok-Awyu, Ok, Mountain
urn	Uruangnirin	132.7454	-3.45498	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, North Bomberai
uro	Ura	151.95294	-4.64226	East New Britain, Baining
urp	Uru-Pa-In	-62.7226	-11.29459	Tupian, Tupí-Guaraní, Kawahib
urr	Lehalurup	167.33649	-13.5406	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
urt	Urat	142.79038	-3.60065	Torricelli, Wapei-Palei, Urat
uru	Urumi	-63.848	-9.08	Tupian, Ramarama
urv	Uruava	155.57304	-6.23314	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Mono-Uruava
urw	Sop	145.36115	-5.49605	Trans-New Guinea, Madang, Rai Coast, Peka
urx	Urimo	143.70061	-3.86066	Torricelli, Marienberg
ury	Orya	139.88989	-2.76483	Tor-Kwerba, Orya-Tor, Orya
urz	Uru-Eu-Wau-Wau	-63.80859	-10.91762	Tupian, Tupí-Guaraní, Kawahib
usa	Usarufa	145.63291	-6.38898	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa
ush	Ushojo	72.64297	35.15835	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Dardic, Shina
usi	Usui	91.78792	23.01305	Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Bodo-Koch, Bodo-Garo, Bodo
usk	Usaghade	8.66795	4.52144	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Usaghade
